tas,Year,Month,Country
28.2319,1921,3,COM
27.392,1921,4,COM
26.2326,1921,5,COM
23.206,1921,6,COM
23.2793,1921,7,COM
23.2514,1921,8,COM
23.8517,1921,9,COM
25.6066,1921,10,COM
24.0987,1921,11,COM
26.8907,1921,12,COM
25.1206,1922,1,COM
25.0876,1922,2,COM
26.2645,1922,3,COM
25.7438,1922,4,COM
25.0316,1922,5,COM
23.3179,1922,6,COM
22.7506,1922,7,COM
22.7227,1922,8,COM
23.3103,1922,9,COM
23.4492,1922,10,COM
25.5688,1922,11,COM
27.1912,1922,12,COM
27.7574,1923,1,COM
26.104,1923,2,COM
27.2519,1923,3,COM
25.8725,1923,4,COM
24.1133,1923,5,COM
21.6387,1923,6,COM
24.239,1923,7,COM
22.7316,1923,8,COM
23.9394,1923,9,COM
25.3661,1923,10,COM
24.9903,1923,11,COM
24.7032,1923,12,COM
25.3211,1924,1,COM
25.6626,1924,2,COM
25.3358,1924,3,COM
25.6307,1924,4,COM
24.9848,1924,5,COM
23.4646,1924,6,COM
23.4198,1924,7,COM
23.5514,1924,8,COM
24.5267,1924,9,COM
25.2657,1924,10,COM
26.0561,1924,11,COM
27.2785,1924,12,COM
27.8662,1925,1,COM
27.6737,1925,2,COM
26.3519,1925,3,COM
26.9598,1925,4,COM
26.0806,1925,5,COM
23.4179,1925,6,COM
24.4949,1925,7,COM
23.7514,1925,8,COM
23.5166,1925,9,COM
24.6243,1925,10,COM
24.8274,1925,11,COM
25.1801,1925,12,COM
26.1502,1926,1,COM
26.8918,1926,2,COM
26.9396,1926,3,COM
27.0004,1926,4,COM
24.8848,1926,5,COM
23.9056,1926,6,COM
24.2076,1926,7,COM
23.5924,1926,8,COM
24.239,1926,9,COM
23.896,1926,10,COM
26.0971,1926,11,COM
26.5498,1926,12,COM
27.557,1927,1,COM
26.8243,1927,2,COM
27.9116,1927,3,COM
26.2721,1927,4,COM
24.2565,1927,5,COM
22.6359,1927,6,COM
23.8198,1927,7,COM
23.9392,1927,8,COM
24.28,1927,9,COM
25.2247,1927,10,COM
24.9274,1927,11,COM
23.8641,1927,12,COM
26.4498,1928,1,COM
27.3909,1928,2,COM
26.2109,1928,3,COM
26.4721,1928,4,COM
25.0316,1928,5,COM
22.7896,1928,6,COM
22.9911,1928,7,COM
22.9637,1928,8,COM
23.3976,1928,9,COM
24.9247,1928,10,COM
26.738,1928,11,COM
26.0088,1928,12,COM
24.3829,1929,1,COM
22.6482,1929,2,COM
25.7232,1929,3,COM
24.7921,1929,4,COM
25.2316,1929,5,COM
22.6359,1929,6,COM
22.7375,1929,7,COM
23.1105,1929,8,COM
24.18,1929,9,COM
25.4066,1929,10,COM
26.1561,1929,11,COM
27.2785,1929,12,COM
27.5789,1930,1,COM
26.2631,1930,2,COM
26.6928,1930,3,COM
26.813,1930,4,COM
25.0316,1930,5,COM
24.6339,1930,6,COM
23.6198,1930,7,COM
23.4514,1930,8,COM
23.8517,1930,9,COM
25.2247,1930,10,COM
26.438,1930,11,COM
26.4907,1930,12,COM
26.5498,1931,1,COM
26.1631,1931,2,COM
25.3626,1931,3,COM
25.9843,1931,4,COM
25.7598,1931,5,COM
23.1769,1931,6,COM
23.3788,1931,7,COM
23.1641,1931,8,COM
23.3103,1931,9,COM
24.7779,1931,10,COM
25.9971,1931,11,COM
26.4498,1931,12,COM
28.0968,1932,1,COM
26.745,1932,2,COM
25.5654,1932,3,COM
26.2721,1932,4,COM
25.3725,1932,5,COM
23.606,1932,6,COM
24.6385,1932,7,COM
24.0514,1932,8,COM
24.239,1932,9,COM
24.2792,1932,10,COM
26.0979,1932,11,COM
26.7498,1932,12,COM
25.8088,1933,1,COM
26.404,1933,2,COM
26.8928,1933,3,COM
26.513,1933,4,COM
25.4725,1933,5,COM
24.8343,1933,6,COM
24.2076,1933,7,COM
23.6924,1933,8,COM
24.239,1933,9,COM
25.3657,1933,10,COM
25.4688,1933,11,COM
25.6211,1933,12,COM
27.0375,1934,1,COM
27.9327,1934,2,COM
27.0928,1934,3,COM
27.5383,1934,4,COM
25.3316,1934,5,COM
23.7056,1934,6,COM
23.7198,1934,7,COM
23.6514,1934,8,COM
25.32,1934,9,COM
26.0652,1934,10,COM
26.8034,1934,11,COM
28.6303,1934,12,COM
26.9434,1935,1,COM
28.0643,1935,2,COM
26.5109,1935,3,COM
26.7275,1935,4,COM
24.7522,1935,5,COM
24.0933,1935,6,COM
23.2198,1935,7,COM
23.1137,1935,8,COM
24.239,1935,9,COM
25.0247,1935,10,COM
26.4561,1935,11,COM
25.7295,1935,12,COM
27.7844,1936,1,COM
25.6231,1936,2,COM
26.4519,1936,3,COM
25.1115,1936,4,COM
25.5662,1936,5,COM
24.5929,1936,6,COM
23.9202,1936,7,COM
23.4137,1936,8,COM
23.4597,1936,9,COM
24.3433,1936,10,COM
26.4034,1936,11,COM
27.8307,1936,12,COM
25.6498,1937,1,COM
26.6036,1937,2,COM
25.8645,1937,3,COM
27.5243,1937,4,COM
26.6514,1937,5,COM
23.9992,1937,6,COM
23.9662,1937,7,COM
24.8713,1937,8,COM
24.9326,1937,9,COM
26.2446,1937,10,COM
25.5688,1937,11,COM
25.0295,1937,12,COM
27.4701,1938,1,COM
27.3386,1938,2,COM
28.8531,1938,3,COM
26.6721,1938,4,COM
24.7128,1938,5,COM
23.2849,1938,6,COM
23.3788,1938,7,COM
24.8324,1938,8,COM
25.1593,1938,9,COM
25.1657,1938,10,COM
28.3425,1938,11,COM
25.3688,1938,12,COM
26.6371,1939,1,COM
28.3057,1939,2,COM
26.4514,1939,3,COM
26.9657,1939,4,COM
25.7252,1939,5,COM
24.4056,1939,6,COM
24.0725,1939,7,COM
24.7968,1939,8,COM
25.412,1939,9,COM
22.858,1939,10,COM
26.7557,1939,11,COM
25.2354,1939,12,COM
23.6816,1940,1,COM
22.49,1940,2,COM
25.1709,1940,3,COM
25.2529,1940,4,COM
25.9103,1940,5,COM
24.851,1940,6,COM
23.6788,1940,7,COM
22.6311,1940,8,COM
23.2187,1940,9,COM
24.1051,1940,10,COM
26.7349,1940,11,COM
25.7295,1940,12,COM
26.0669,1941,1,COM
27.0499,1941,2,COM
26.9519,1941,3,COM
26.7848,1941,4,COM
25.5725,1941,5,COM
23.6267,1941,6,COM
22.9793,1941,7,COM
23.6514,1941,8,COM
24.598,1941,9,COM
25.4657,1941,10,COM
26.5557,1941,11,COM
27.0434,1941,12,COM
22.9723,1942,1,COM
23.894,1942,2,COM
24.2748,1942,3,COM
26.6784,1942,4,COM
25.3271,1942,5,COM
22.4661,1942,6,COM
22.4784,1942,7,COM
23.8244,1942,8,COM
22.9932,1942,9,COM
25.8387,1942,10,COM
26.4971,1942,11,COM
27.4287,1942,12,COM
25.7039,1943,1,COM
28.1165,1943,2,COM
27.8703,1943,3,COM
27.4912,1943,4,COM
25.9522,1943,5,COM
24.0248,1943,6,COM
22.0915,1943,7,COM
22.9641,1943,8,COM
24.9386,1943,9,COM
23.937,1943,10,COM
25.7078,1943,11,COM
26.5669,1943,12,COM
27.5287,1944,1,COM
26.8705,1944,2,COM
26.8519,1944,3,COM
26.6311,1944,4,COM
25.033,1944,5,COM
23.4326,1944,6,COM
23.696,1944,7,COM
24.7698,1944,8,COM
24.1789,1944,9,COM
25.472,1944,10,COM
26.7576,1944,11,COM
27.1039,1944,12,COM
26.0625,1945,1,COM
27.3562,1945,2,COM
28.3913,1945,3,COM
27.6716,1945,4,COM
26.3519,1945,5,COM
24.1578,1945,6,COM
24.4725,1945,7,COM
24.4973,1945,8,COM
24.7326,1945,9,COM
26.5111,1945,10,COM
26.7779,1945,11,COM
26.7669,1945,12,COM
25.7287,1946,1,COM
27.0981,1946,2,COM
25.7913,1946,3,COM
27.8912,1946,4,COM
26.5662,1946,5,COM
23.812,1946,6,COM
24.531,1946,7,COM
23.9514,1946,8,COM
24.5912,1946,9,COM
24.4262,1946,10,COM
26.503,1946,11,COM
25.7211,1946,12,COM
24.5438,1947,1,COM
23.0733,1947,2,COM
24.6187,1947,3,COM
26.0721,1947,4,COM
26.912,1947,5,COM
25.1992,1947,6,COM
24.7725,1947,7,COM
25.4845,1947,8,COM
25.7103,1947,9,COM
25.2657,1947,10,COM
26.3034,1947,11,COM
26.8498,1947,12,COM
26.4434,1948,1,COM
26.6104,1948,2,COM
26.6901,1948,3,COM
26.9725,1948,4,COM
26.3725,1948,5,COM
24.6929,1948,6,COM
23.5374,1948,7,COM
24.0514,1948,8,COM
24.5394,1948,9,COM
25.953,1948,10,COM
26.6636,1948,11,COM
26.4083,1948,12,COM
26.0502,1949,1,COM
25.9981,1949,2,COM
26.7308,1949,3,COM
26.4311,1949,4,COM
25.6103,1949,5,COM
24.1052,1949,6,COM
23.6725,1949,7,COM
24.0833,1949,8,COM
24.5566,1949,9,COM
25.672,1949,10,COM
26.4349,1949,11,COM
26.8434,1949,12,COM
25.9502,1950,1,COM
26.1913,1950,2,COM
26.473,1950,3,COM
26.8784,1950,4,COM
25.3144,1950,5,COM
24.047,1950,6,COM
23.7788,1950,7,COM
23.9387,1950,8,COM
24.3394,1950,9,COM
25.572,1950,10,COM
26.5444,1950,11,COM
26.97,1950,12,COM
26.4502,1951,1,COM
26.404,1951,2,COM
26.8928,1951,3,COM
26.8801,1951,4,COM
25.473,1951,5,COM
24.5056,1951,6,COM
23.7202,1951,7,COM
23.9324,1951,8,COM
24.7772,1951,9,COM
26.1262,1951,10,COM
26.8971,1951,11,COM
26.9434,1951,12,COM
27.5116,1952,1,COM
26.804,1952,2,COM
27.8582,1952,3,COM
26.3039,1952,4,COM
25.8789,1952,5,COM
24.1183,1952,6,COM
23.839,1952,7,COM
24.1924,1952,8,COM
24.6996,1952,9,COM
25.5115,1952,10,COM
26.2034,1952,11,COM
26.796,1952,12,COM
27.2498,1953,1,COM
27.004,1953,2,COM
27.5411,1953,3,COM
27.1326,1953,4,COM
26.073,1953,5,COM
24.6263,1953,6,COM
23.9198,1953,7,COM
23.6451,1953,8,COM
24.239,1953,9,COM
25.5115,1953,10,COM
26.6429,1953,11,COM
26.6434,1953,12,COM
26.4561,1954,1,COM
26.6291,1954,2,COM
27.1725,1954,3,COM
26.5657,1954,4,COM
25.5662,1954,5,COM
24.3674,1954,6,COM
23.8788,1954,7,COM
24.2514,1954,8,COM
25.0848,1954,9,COM
25.588,1954,10,COM
26.478,1954,11,COM
27.0956,1954,12,COM
26.8291,1955,1,COM
26.3642,1955,2,COM
26.6519,1955,3,COM
26.613,1955,4,COM
25.1725,1955,5,COM
23.7866,1955,6,COM
23.5247,1955,7,COM
23.7797,1955,8,COM
24.4263,1955,9,COM
25.186,1955,10,COM
26.5174,1955,11,COM
26.8434,1955,12,COM
25.9183,1956,1,COM
26.3913,1956,2,COM
26.9392,1956,3,COM
26.2721,1956,4,COM
24.8438,1956,5,COM
23.9865,1956,6,COM
22.9247,1956,7,COM
23.3559,1956,8,COM
24.1673,1956,9,COM
25.0262,1956,10,COM
25.6083,1956,11,COM
26.5099,1956,12,COM
26.2498,1957,1,COM
26.0036,1957,2,COM
26.7137,1957,3,COM
26.5111,1957,4,COM
25.3183,1957,5,COM
24.1929,1957,6,COM
23.8865,1957,7,COM
23.5905,1957,8,COM
24.4785,1957,9,COM
25.6844,1957,10,COM
26.6429,1957,11,COM
26.5434,1957,12,COM
26.9502,1958,1,COM
26.7658,1958,2,COM
26.9455,1958,3,COM
27.2302,1958,4,COM
25.712,1958,5,COM
24.4929,1958,6,COM
23.9198,1958,7,COM
24.2451,1958,8,COM
25.2736,1958,9,COM
25.6652,1958,10,COM
26.7907,1958,11,COM
26.4493,1958,12,COM
26.8498,1959,1,COM
26.5977,1959,2,COM
27.0519,1959,3,COM
26.49,1959,4,COM
25.1044,1959,5,COM
24.651,1959,6,COM
23.4801,1959,7,COM
23.3363,1959,8,COM
24.7466,1959,9,COM
25.753,1959,10,COM
26.5966,1959,11,COM
26.7287,1959,12,COM
26.6179,1960,1,COM
26.5251,1960,2,COM
26.4137,1960,3,COM
26.392,1960,4,COM
25.6331,1960,5,COM
24.5069,1960,6,COM
23.2992,1960,7,COM
23.2909,1960,8,COM
24.3593,1960,9,COM
25.2237,1960,10,COM
25.8115,1960,11,COM
26.7434,1960,12,COM
27.2498,1961,1,COM
27.0837,1961,2,COM
26.9312,1961,3,COM
27.192,1961,4,COM
26.031,1961,5,COM
24.7255,1961,6,COM
24.5868,1961,7,COM
24.0514,1961,8,COM
24.8593,1961,9,COM
25.986,1961,10,COM
26.6254,1961,11,COM
26.1418,1961,12,COM
26.1561,1962,1,COM
26.304,1962,2,COM
26.7928,1962,3,COM
26.6797,1962,4,COM
25.0933,1962,5,COM
23.8786,1962,6,COM
23.6179,1962,7,COM
23.7909,1962,8,COM
24.2609,1962,9,COM
25.1321,1962,10,COM
26.3756,1962,11,COM
26.7952,1962,12,COM
26.3453,1963,1,COM
26.104,1963,2,COM
26.5519,1963,3,COM
26.1932,1963,4,COM
24.8789,1963,5,COM
23.606,1963,6,COM
23.4582,1963,7,COM
22.9637,1963,8,COM
23.939,1963,9,COM
25.3716,1963,10,COM
26.4034,1963,11,COM
26.3375,1963,12,COM
26.5561,1964,1,COM
26.704,1964,2,COM
26.9582,1964,3,COM
26.3107,1964,4,COM
24.9519,1964,5,COM
23.7514,1964,6,COM
22.7721,1964,7,COM
23.1303,1964,8,COM
23.6996,1964,9,COM
24.686,1964,10,COM
25.7907,1964,11,COM
26.1705,1964,12,COM
25.7399,1965,1,COM
25.6586,1965,2,COM
26.1105,1965,3,COM
25.9657,1965,4,COM
24.8725,1965,5,COM
22.9052,1965,6,COM
23.1242,1965,7,COM
23.1287,1965,8,COM
23.9979,1965,9,COM
25.0788,1965,10,COM
26.4429,1965,11,COM
26.2295,1965,12,COM
26.4291,1966,1,COM
26.804,1966,2,COM
26.5455,1966,3,COM
26.5928,1966,4,COM
25.4183,1966,5,COM
24.6259,1966,6,COM
23.8247,1966,7,COM
23.6909,1966,8,COM
24.6991,1966,9,COM
25.4454,1966,10,COM
26.1764,1966,11,COM
26.8291,1966,12,COM
26.7295,1967,1,COM
26.5045,1967,2,COM
26.8641,1967,3,COM
26.7322,1967,4,COM
25.8539,1967,5,COM
24.5514,1967,6,COM
23.7247,1967,7,COM
23.7095,1967,8,COM
24.3789,1967,9,COM
25.5262,1967,10,COM
26.478,1967,11,COM
25.8259,1967,12,COM
25.8502,1968,1,COM
26.1045,1968,2,COM
26.2519,1968,3,COM
25.9306,1968,4,COM
24.6833,1968,5,COM
23.606,1968,6,COM
23.4992,1968,7,COM
23.1495,1968,8,COM
24.22,1968,9,COM
25.2446,1968,10,COM
26.0429,1968,11,COM
26.5892,1968,12,COM
26.1956,1969,1,COM
26.8239,1969,2,COM
26.7977,1969,3,COM
26.9928,1969,4,COM
25.7183,1969,5,COM
24.3056,1969,6,COM
24.1183,1969,7,COM
23.7909,1969,8,COM
24.2179,1969,9,COM
25.7728,1969,10,COM
26.5433,1969,11,COM
26.8078,1969,12,COM
26.2498,1970,1,COM
26.904,1970,2,COM
26.9901,1970,3,COM
26.3924,1970,4,COM
25.6183,1970,5,COM
24.4446,1970,6,COM
24.2175,1970,7,COM
23.9287,1970,8,COM
24.678,1970,9,COM
25.3855,1970,10,COM
26.3357,1970,11,COM
26.2816,1970,12,COM
26.1291,1971,1,COM
25.8582,1971,2,COM
25.6913,1971,3,COM
26.4386,1971,4,COM
24.812,1971,5,COM
23.8255,1971,6,COM
23.5242,1971,7,COM
22.8574,1971,8,COM
24.1398,1971,9,COM
24.8792,1971,10,COM
25.8285,1971,11,COM
26.6282,1971,12,COM
25.8892,1972,1,COM
26.2032,1972,2,COM
25.7829,1972,3,COM
26.1929,1972,4,COM
25.3247,1972,5,COM
24.0047,1972,6,COM
23.5793,1972,7,COM
23.8056,1972,8,COM
24.5386,1972,9,COM
25.6247,1972,10,COM
26.2173,1972,11,COM
26.7625,1972,12,COM
26.5688,1973,1,COM
26.6977,1973,2,COM
26.8232,1973,3,COM
26.6131,1973,4,COM
25.633,1973,5,COM
23.9857,1973,6,COM
23.2326,1973,7,COM
23.5196,1973,8,COM
23.939,1973,9,COM
25.0446,1973,10,COM
25.5891,1973,11,COM
25.8287,1973,12,COM
25.7705,1974,1,COM
26.0354,1974,2,COM
25.9316,1974,3,COM
25.9518,1974,4,COM
24.9316,1974,5,COM
23.3976,1974,6,COM
23.0582,1974,7,COM
23.251,1974,8,COM
23.531,1974,9,COM
24.672,1974,10,COM
25.7353,1974,11,COM
26.1291,1974,12,COM
26.1498,1975,1,COM
26.0422,1975,2,COM
26.3641,1975,3,COM
26.213,1975,4,COM
25.5725,1975,5,COM
24.051,1975,6,COM
23.2992,1975,7,COM
23.2713,1975,8,COM
23.6725,1975,9,COM
24.672,1975,10,COM
26.2584,1975,11,COM
26.3047,1975,12,COM
25.9498,1976,1,COM
25.8167,1976,2,COM
26.1392,1976,3,COM
26.0721,1976,4,COM
25.2789,1976,5,COM
24.2733,1976,6,COM
23.1203,1976,7,COM
23.6529,1976,8,COM
23.898,1976,9,COM
25.2247,1976,10,COM
26.037,1976,11,COM
26.9598,1976,12,COM
26.5561,1977,1,COM
26.8426,1977,2,COM
26.2806,1977,3,COM
26.1311,1977,4,COM
25.5331,1977,5,COM
24.4016,1977,6,COM
23.9402,1977,7,COM
24.1924,1977,8,COM
24.6592,1977,9,COM
25.6617,1977,10,COM
26.7118,1977,11,COM
26.8188,1977,12,COM
26.4785,1978,1,COM
26.685,1978,2,COM
26.2196,1978,3,COM
26.2924,1978,4,COM
25.2725,1978,5,COM
24.106,1978,6,COM
22.4402,1978,7,COM
23.8973,1978,8,COM
24.439,1978,9,COM
25.6863,1978,10,COM
26.1652,1978,11,COM
26.0386,1978,12,COM
26.3566,1979,1,COM
26.3247,1979,2,COM
26.6183,1979,3,COM
26.1721,1979,4,COM
25.3347,1979,5,COM
24.1131,1979,6,COM
23.2868,1979,7,COM
23.6514,1979,8,COM
24.4454,1979,9,COM
25.6071,1979,10,COM
26.6962,1979,11,COM
27.0557,1979,12,COM
26.6019,1980,1,COM
26.8236,1980,2,COM
26.4514,1980,3,COM
26.364,1980,4,COM
25.8103,1980,5,COM
23.7056,1980,6,COM
23.4793,1980,7,COM
23.6725,1980,8,COM
24.2179,1980,9,COM
25.4454,1980,10,COM
26.4971,1980,11,COM
26.6211,1980,12,COM
26.7498,1981,1,COM
26.4359,1981,2,COM
26.4578,1981,3,COM
25.9932,1981,4,COM
24.5538,1981,5,COM
23.2267,1981,6,COM
22.5852,1981,7,COM
23.1128,1981,8,COM
23.8,1981,9,COM
25.2262,1981,10,COM
26.2966,1981,11,COM
26.3566,1981,12,COM
26.6908,1982,1,COM
26.3582,1982,2,COM
26.8538,1982,3,COM
26.0927,1982,4,COM
25.1215,1982,5,COM
24.4407,1982,6,COM
23.447,1982,7,COM
23.22,1982,8,COM
23.6282,1982,9,COM
25.4736,1982,10,COM
26.2779,1982,11,COM
26.4295,1982,12,COM
26.5303,1983,1,COM
26.904,1983,2,COM
26.6845,1983,3,COM
26.5326,1983,4,COM
25.7136,1983,5,COM
24.5646,1983,6,COM
23.7335,1983,7,COM
23.17,1983,8,COM
23.925,1983,9,COM
25.1454,1983,10,COM
25.8971,1983,11,COM
26.6812,1983,12,COM
26.1493,1984,1,COM
26.1036,1984,2,COM
26.2065,1984,3,COM
25.7645,1984,4,COM
24.8725,1984,5,COM
23.0857,1984,6,COM
22.933,1984,7,COM
22.5607,1984,8,COM
23.539,1984,9,COM
24.8867,1984,10,COM
26.1055,1984,11,COM
26.1179,1984,12,COM
26.4502,1985,1,COM
26.1455,1985,2,COM
26.32,1985,3,COM
25.9322,1985,4,COM
24.6649,1985,5,COM
22.9984,1985,6,COM
22.7844,1985,7,COM
23.612,1985,8,COM
23.9191,1985,9,COM
24.8198,1985,10,COM
25.537,1985,11,COM
26.3566,1985,12,COM
25.6426,1986,1,COM
26.1928,1986,2,COM
26.3938,1986,3,COM
26.4932,1986,4,COM
25.3522,1986,5,COM
23.5183,1986,6,COM
22.4776,1986,7,COM
23.0913,1986,8,COM
23.8789,1986,9,COM
25.3992,1986,10,COM
26.6034,1986,11,COM
26.5582,1986,12,COM
26.6421,1987,1,COM
26.8658,1987,2,COM
27.206,1987,3,COM
26.8311,1987,4,COM
26.3335,1987,5,COM
23.4984,1987,6,COM
23.1208,1987,7,COM
24.212,1987,8,COM
24.539,1987,9,COM
25.306,1987,10,COM
26.3772,1987,11,COM
26.9048,1987,12,COM
27.1688,1988,1,COM
26.5171,1988,2,COM
27.4312,1988,3,COM
26.7716,1988,4,COM
25.3179,1988,5,COM
24.3056,1988,6,COM
23.5171,1988,7,COM
24.0909,1988,8,COM
24.073,1988,9,COM
25.6657,1988,10,COM
26.0374,1988,11,COM
26.6179,1988,12,COM
25.6705,1989,1,COM
25.9977,1989,2,COM
26.3519,1989,3,COM
26.0924,1989,4,COM
25.1603,1989,5,COM
23.4124,1989,6,COM
22.992,1989,7,COM
23.2784,1989,8,COM
23.9932,1989,9,COM
25.1657,1989,10,COM
26.305,1989,11,COM
26.5709,1989,12,COM
26.3312,1990,1,COM
26.804,1990,2,COM
26.82,1990,3,COM
26.7725,1990,4,COM
25.6725,1990,5,COM
24.0514,1990,6,COM
22.8979,1990,7,COM
23.5578,1990,8,COM
24.0597,1990,9,COM
25.4207,1990,10,COM
25.9142,1990,11,COM
26.6371,1990,12,COM
26.4816,1991,1,COM
26.6625,1991,2,COM
26.6854,1991,3,COM
26.1088,1991,4,COM
25.6729,1991,5,COM
23.7183,1991,6,COM
23.3166,1991,7,COM
23.3582,1991,8,COM
24.3012,1991,9,COM
25.4449,1991,10,COM
26.4971,1991,11,COM
26.2511,1991,12,COM
26.6688,1992,1,COM
26.7058,1992,2,COM
26.8519,1992,3,COM
26.713,1992,4,COM
25.3519,1992,5,COM
23.92,1992,6,COM
22.8379,1992,7,COM
23.4578,1992,8,COM
23.8985,1992,9,COM
24.9983,1992,10,COM
26.4971,1992,11,COM
27.0375,1992,12,COM
26.8183,1993,1,COM
26.4049,1993,2,COM
25.8654,1993,3,COM
26.5603,1993,4,COM
25.8267,1993,5,COM
23.9598,1993,6,COM
22.6784,1993,7,COM
23.312,1993,8,COM
23.7386,1993,9,COM
25.2262,1993,10,COM
26.3607,1993,11,COM
26.7498,1993,12,COM
26.763,1994,1,COM
26.4045,1994,2,COM
27.1519,1994,3,COM
26.6932,1994,4,COM
25.9414,1994,5,COM
23.9593,1994,6,COM
23.1578,1994,7,COM
24.1993,1994,8,COM
24.3517,1994,9,COM
25.7454,1994,10,COM
26.3975,1994,11,COM
26.5709,1994,12,COM
27.131,1995,1,COM
26.4586,1995,2,COM
26.5519,1995,3,COM
26.4784,1995,4,COM
25.9411,1995,5,COM
23.5854,1995,6,COM
23.8194,1995,7,COM
24.2987,1995,8,COM
24.3454,1995,9,COM
25.6657,1995,10,COM
26.1844,1995,11,COM
26.9366,1995,12,COM
26.8625,1996,1,COM
26.3837,1996,2,COM
26.8806,1996,3,COM
26.0725,1996,4,COM
25.6729,1996,5,COM
23.9183,1996,6,COM
23.2379,1996,7,COM
23.5721,1996,8,COM
23.7789,1996,9,COM
25.0275,1996,10,COM
26.138,1996,11,COM
26.6956,1996,12,COM
27.3247,1997,1,COM
26.0104,1997,2,COM
26.92,1997,3,COM
26.714,1997,4,COM
25.333,1997,5,COM
24.3056,1997,6,COM
23.2586,1997,7,COM
23.9056,1997,8,COM
24.639,1997,9,COM
25.5657,1997,10,COM
26.8962,1997,11,COM
27.2326,1997,12,COM
27.2768,1998,1,COM
27.2722,1998,2,COM
27.6977,1998,3,COM
27.331,1998,4,COM
26.4,1998,5,COM
24.7183,1998,6,COM
23.7582,1998,7,COM
24.4514,1998,8,COM
24.6932,1998,9,COM
25.6998,1998,10,COM
26.6177,1998,11,COM
26.7223,1998,12,COM
27.088,1999,1,COM
26.8646,1999,2,COM
26.7997,1999,3,COM
27.0944,1999,4,COM
25.7729,1999,5,COM
23.7183,1999,6,COM
23.233,1999,7,COM
23.6721,1999,8,COM
24.7387,1999,9,COM
25.0198,1999,10,COM
26.4572,1999,11,COM
27.2371,1999,12,COM
27.0498,2000,1,COM
26.3247,2000,2,COM
26.6977,2000,3,COM
26.5179,2000,4,COM
25.8725,2000,5,COM
23.9514,2000,6,COM
23.3039,2000,7,COM
23.7987,2000,8,COM
24.3593,2000,9,COM
25.6051,2000,10,COM
26.7289,2000,11,COM
26.5498,2000,12,COM
26.2498,2001,1,COM
26.504,2001,2,COM
27.1913,2001,3,COM
26.813,2001,4,COM
26.2598,2001,5,COM
26.3295,2001,6,COM
25.2031,2001,7,COM
24.0519,2001,8,COM
26.9398,2001,9,COM
25.5848,2001,10,COM
26.4376,2001,11,COM
27.1498,2001,12,COM
34.5821,2002,1,COM
27.0104,2002,2,COM
26.9333,2002,3,COM
26.3784,2002,4,COM
25.4107,2002,5,COM
24.2451,2002,6,COM
24.0725,2002,7,COM
23.5686,2002,8,COM
23.7502,2002,9,COM
26.0178,2002,10,COM
26.7764,2002,11,COM
26.8875,2002,12,COM
26.8291,2003,1,COM
26.3834,2003,2,COM
27.7519,2003,3,COM
27.1621,2003,4,COM
26.3725,2003,5,COM
24.7573,2003,6,COM
23.2788,2003,7,COM
23.9164,2003,8,COM
24.0386,2003,9,COM
25.8828,2003,10,COM
26.9572,2003,11,COM
26.3088,2003,12,COM
27.7088,2004,1,COM
26.904,2004,2,COM
27.3977,2004,3,COM
26.5514,2004,4,COM
26.1271,2004,5,COM
23.437,2004,6,COM
23.7374,2004,7,COM
24.143,2004,8,COM
24.6921,2004,9,COM
25.8275,2004,10,COM
26.438,2004,11,COM
26.5561,2004,12,COM
27.3912,2005,1,COM
27.4571,2005,2,COM
27.3616,2005,3,COM
26.921,2005,4,COM
26.3729,2005,5,COM
24.6992,2005,6,COM
23.9788,2005,7,COM
24.0968,2005,8,COM
24.7816,2005,9,COM
25.553,2005,10,COM
26.7576,2005,11,COM
26.8945,2005,12,COM
26.988,2006,1,COM
26.4636,2006,2,COM
27.3519,2006,3,COM
26.3135,2006,4,COM
25.9407,2006,5,COM
23.947,2006,6,COM
23.4793,2006,7,COM
24.1721,2006,8,COM
24.439,2006,9,COM
25.6066,2006,10,COM
26.6593,2006,11,COM
26.5043,2006,12,COM
27.3907,2007,1,COM
26.9801,2007,2,COM
27.3347,2007,3,COM
27.1793,2007,4,COM
26.3411,2007,5,COM
24.3267,2007,6,COM
23.3788,2007,7,COM
24.5383,2007,8,COM
24.9183,2007,9,COM
25.953,2007,10,COM
26.7174,2007,11,COM
27.5434,2007,12,COM
26.9917,2008,1,COM
26.6124,2008,2,COM
26.6582,2008,3,COM
26.4927,2008,4,COM
25.5997,2008,5,COM
23.5931,2008,6,COM
23.3784,2008,7,COM
24.0323,2008,8,COM
24.639,2008,9,COM
25.7788,2008,10,COM
26.8552,2008,11,COM
26.6816,2008,12,COM
27.4375,2009,1,COM
27.0247,2009,2,COM
27.2396,2009,3,COM
26.4721,2009,4,COM
25.9347,2009,5,COM
24.7853,2009,6,COM
23.5852,2009,7,COM
24.3578,2009,8,COM
24.7183,2009,9,COM
25.945,2009,10,COM
26.7768,2009,11,COM
27.2295,2009,12,COM
27.3438,2010,1,COM
27.2045,2010,2,COM
27.4603,2010,3,COM
27.7797,2010,4,COM
26.3311,2010,5,COM
24.812,2010,6,COM
23.7251,2010,7,COM
24.4402,2010,8,COM
24.5597,2010,9,COM
25.7657,2010,10,COM
26.8907,2010,11,COM
26.8215,2010,12,COM
27.0498,2011,1,COM
26.7847,2011,2,COM
26.706,2011,3,COM
26.6805,2011,4,COM
25.7725,2011,5,COM
24.612,2011,6,COM
23.447,2011,7,COM
24.3997,2011,8,COM
